id,doi,year,venue,title,cited_by,M_material,T_task,E_env,trust_flags,P_physics,depth_tier,duplicate_of,eligibility_concern
2-s2.0-105035607389,10.1007/s41062-026-02595-0,2026,Innovative Infrastructure Solutions,Holistic model validation and interpretation with SHAP for machine learning models: predicting compressive strength of fly ash geopolymer concrete using optimization algorithms and ensemble model,2,fly-ash,optimization,none-explicit,XAI;UQ;calibration,I(data-driven),DEEP,,
2-s2.0-85196817545,10.1007/s40996-023-01308-2,2024,Iranian Journal of Science and Technology - Transactions of Civil Engineering,Prediction of Compressive Strength of Alccofine-Based Geopolymer Concrete,20,mixed/other-AAM,prediction,carbon,none-detected,I(data-driven),DEEP,,
2-s2.0-105044047437,10.1038/s41598-026-51133-6,2026,Scientific Reports,Evaluate the compressive strength of fiber-reinforced geopolymer concrete incorporating ground granulated blast furnace slag with machine learning approach,0,slag,optimization,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-105035973927,10.1038/s41598-026-47208-z,2026,Scientific Reports,Predicting unconfined compressive strength of geopolymer-stabilized clays using a sector fruit fly–based extreme learning machine,7,slag;stabilized-soil,optimization,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-85199953588,10.1016/j.jobe.2024.110295,2024,Journal of Building Engineering,Understanding the synergistic geopolymerization mechanism of multiple solid wastes in ternary geopolymers,11,FA-slag,prediction,waste-valorization,none-detected,V-candidate(mechanistic-hybrid),DEEP,,
2-s2.0-105036727625,10.1016/j.rineng.2026.110632,2026,Results in Engineering,Metaheuristic optimization of a hybrid GMDH–RBF model for predicting the unconfined compressive strength of natural pozzolan-stabilized sand,0,stabilized-soil,optimization,cost,XAI,II(domain-features),STANDARD,,
2-s2.0-105031118297,10.1007/s42107-026-01652-4,2026,Asian Journal of Civil Engineering,Explainable machine learning integrated with bio-inspired optimization for predicting and interpreting the compressive strength of metakaolin-based geopolymers,0,metakaolin/clay,optimization,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-105001869174,10.1080/15376494.2024.2356074,2025,Mechanics of Advanced Materials and Structures,Unconfined compressive strength of geopolymers based soil: Model development using gene expression programming and a comparison with other computer-based approaches,4,stabilized-soil,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85195394462,10.1016/j.tust.2024.105877,2024,Tunnelling and Underground Space Technology,Intelligent design and seawater mixing performance of new synchronous grouting materials in a pure-solid-waste framework,18,FA-slag;biomass-ash,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-105029031811,10.1038/s41598-025-32654-y,2026,Scientific Reports,Mechanical and durability performance prediction of geopolymer incorporating ferrosilicon slag and aluminum powder using machine learning techniques,3,slag,prediction,carbon;durability,none-detected,I(data-driven),DEEP,,
2-s2.0-85216459155,10.1016/j.conbuildmat.2025.140249,2025,Construction and Building Materials,ITZs characterization in full-component geopolymer recycled concrete based on quantitative BSE-EDS images and nanoindentation techniques,38,recycled-aggregate,microstructure/image-analysis,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85184141025,10.1016/j.cscm.2024.e02920,2024,Case Studies in Construction Materials,Data-driven approaches for strength prediction of alkali-activated composites,17,mixed/other-AAM,prediction,carbon,none-detected,I(data-driven),DEEP,,
2-s2.0-105043491755,10.1007/s40996-026-02208-x,2026,Iranian Journal of Science and Technology - Transactions of Civil Engineering,Experimental Insights and Machine Learning Prediction of Molarity and Temperature Effects on Geopolymer Concrete,0,slag,prediction,carbon;durability,XAI;UQ,I(data-driven),DEEP,,
2-s2.0-105019264834,10.1016/j.hybadv.2025.100569,2025,Hybrid Advances,Sustainable geopolymer concrete evaluation using machine learning and PDP analysis: Comparative insights into strength prediction,9,slag,optimization,carbon,XAI,I(data-driven),DEEP,,
2-s2.0-85211500004,10.48084/etasr.8912,2024,"Engineering, Technology and Applied Science Research",Evaluating Flexural Strength of Steel Fiber Reinforced Geopolymer Concrete using the ResNet Approach and Sensitivity Analysis,2,fly-ash,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85186632565,10.1007/s41939-023-00349-4,2024,"Multiscale and Multidisciplinary Modeling, Experiments and Design",Metaheuristic optimization of machine learning models for strength prediction of high-performance self-compacting alkali-activated slag concrete,37,slag,optimization,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85205475468,10.2478/sgem-2024-0020,2024,Studia Geotechnica et Mechanica,Intelligent Models for Prediction of Compressive Strength of Geopolymer Pervious Concrete Hybridized with Agro-Industrial and Construction-Demolition Wastes,14,slag;biomass-ash,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-105043570244,10.1515/rams-2025-0249,2026,Reviews on Advanced Materials Science,Predicting compressive strength of polyurethane-modified light weight geopolymer bricks using hybrid AI models,0,mixed/other-AAM,optimization,carbon,none-detected,I(data-driven),DEEP,,
2-s2.0-105006578328,10.1016/j.engappai.2025.111066,2025,Engineering Applications of Artificial Intelligence,Chemically-Guided extreme gradient boosting models for predicting the elastic modulus of alkali-activated Concrete: Insights into base learner variants,6,mixed/other-AAM,prediction,carbon,XAI,I(data-driven),DEEP,,
2-s2.0-105018300647,10.1016/j.cemconcomp.2025.106364,2026,Cement and Concrete Composites,Evaluation of strength development of one-part alkali-activated materials through machine learning and thermodynamic modelling,3,one-part,prediction,none-explicit,XAI,III-claimed(knowledge-guided),DEEP,,
2-s2.0-105010581861,10.1007/s42107-025-01423-7,2025,Asian Journal of Civil Engineering,Statistical and machine learning models for predicting the compressive strength of fly ash-based geopolymer mortar,0,fly-ash,optimization,cost,calibration,II(domain-features),DEEP,,
2-s2.0-105039856041,10.1007/s40996-026-02191-3,2026,Iranian Journal of Science and Technology - Transactions of Civil Engineering,Time-Dependent Durability Indicators and Physics-Informed Predictive Modelling of Engineered Geopolymer Aggregates,0,mixed/other-AAM,prediction,durability,XAI,IV-claimed(physics-informed),DEEP,,
2-s2.0-105003817525,10.1007/s41062-025-01973-4,2025,Innovative Infrastructure Solutions,"Evaluating the compressive strength of fly ash-slag-based geopolymer concrete: impact of hydraulic, silica, alumina, and lime moduli, and sodium silicate using various predictive models",13,FA-slag,prediction,carbon;waste-valorization,none-detected,I(data-driven),DEEP,,
2-s2.0-105027459068,10.3390/buildings16010123,2026,Buildings,From Machine Learning to Empirical Modelling: A Structured Framework for Predicting Compressive Strength of Fly Ash-Based Geopolymer Concrete,1,fly-ash,optimization,carbon,XAI,I(data-driven),DEEP,,
2-s2.0-105038428124,10.1016/j.jcsr.2026.110463,2026,Journal of Constructional Steel Research,"Compression performance of square concrete-filled steel tube columns with steel-fibre-reinforced geopolymer concrete: Experiment, simulation and machine-learning modelling",0,mixed/other-AAM,prediction,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-105030153533,10.1016/j.mtcomm.2026.114833,2026,Materials Today Communications,Toward a glass-box framework: Interpretable and statistically validated machine learning for geopolymer concrete strength prediction,2,slag,optimization,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-105042536203,10.1007/s11709-026-1321-9,2026,ENGINEERING Structure and Civil Engineering,Mechanical properties of GBFS + GVS based geopolymer mortars with different molarities exposed to high temperature: A combined experimental and machine learning approaches,0,slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105001472285,10.1007/s42107-025-01319-6,2025,Asian Journal of Civil Engineering,Machine learning modelling for strength prediction and durability investigation of alkali activated binders with POFA and granite dust,1,slag,prediction,waste-valorization;durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-105008798704,10.1016/j.cscm.2025.e04961,2025,Case Studies in Construction Materials,Performance evaluation of geopolymer masonry units: A hybrid approach combining laboratory testing and AI modeling,9,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85214256862,10.1016/j.conbuildmat.2024.139746,2025,Construction and Building Materials,Transfer learning framework for modelling the compressive strength of ultra-high performance geopolymer concrete,24,mixed/other-AAM,prediction,none-explicit,OOD/transfer,I(data-driven),STANDARD,,
2-s2.0-85216618101,10.37934/arfmts.126.1.191202,2025,Journal of Advanced Research in Fluid Mechanics and Thermal Sciences,Optimal Curing Temperature for Determination of Compressive Strength of Geopolymer Concrete via Artificial Neural Network (ANN),1,fly-ash,prediction,durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-85206653282,10.1016/j.jclepro.2024.143974,2024,Journal of Cleaner Production,Using acoustic emission to understand the early-age reaction and cracking evolution of alkali-activated slag-brick powder paste,10,slag,prediction,waste-valorization,none-detected,V-candidate(mechanistic-hybrid),DEEP,,
2-s2.0-105007553818,10.1080/15440478.2025.2509123,2025,Journal of Natural Fibers,Hybrid Metaheuristic Optimized Random Forest Models for Predicting Compressive Strength of Alkali Activated Concrete,8,slag,optimization,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-105002996668,10.1007/s43452-025-01190-x,2025,Archives of Civil and Mechanical Engineering ,Advancing coal gangue-based alkali-activated materials development through innovative data augmentation and machine learning strategies,5,tailings,inverse-design,carbon;waste-valorization,none-detected,IV-claimed(physics-informed),DEEP,,
2-s2.0-105040707399,10.1515/rams-2025-0230,2026,Reviews on Advanced Materials Science,Reducing clinker dependency through harmonized mix design of multi-supplemented concrete,0,slag,prediction,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-105039390331,10.1680/jstbu.25.00036,2025,Proceedings of the Institution of Civil Engineers: Structures and Buildings,Optimising sustainable alkali-activated mortar: experimental work and machine learning predictions,6,slag,multi-objective-optimization,none-explicit,none-detected,I(data-driven),DEEP,,
2-s2.0-105017298823,10.3390/jcs9090464,2025,Journal of Composites Science,Leveraging Machine Learning (ML) to Enhance the Structural Properties of a Novel Alkali Activated Bio-Composite,0,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105005078174,10.1016/j.cscm.2025.e04754,2025,Case Studies in Construction Materials,Next-generation cutting-edge hybrid AI frameworks for predicting rheological properties and CO₂ emissions in alkali-activated concrete,2,mixed/other-AAM,multi-objective-optimization,none-explicit,none-detected,I(data-driven),DEEP,,
2-s2.0-105024541765,10.18149/MPM.5342025_2,2025,Materials Physics and Mechanics,Predicting the flexural strength of 3D-printed geopolymer reinforced concrete using machine learning techniques,2,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105042298858,10.1038/s41598-026-49329-x,2026,Scientific Reports,Two stage AI framework for strength prediction and generative LLM for geopolymer concrete,0,mixed/other-AAM,inverse-design,none-explicit,none-detected,I(data-driven),DEEP,,
2-s2.0-105036957483,10.1680/jadcr.25.00226,2026,Advances in Cement Research,Strength prediction of silicon–aluminum phosphate geopolymers using machine learning,0,mixed/other-AAM,prediction,waste-valorization;durability,none-detected,II(domain-features),STANDARD,,
2-s2.0-105044615320,10.1007/s42107-026-01745-0,2026,Asian Journal of Civil Engineering,Stabilisation of marine clay subgrade with foundry sand and alkali-activated geopolymer: experimental and data-driven assessment,0,stabilized-soil,prediction,cost,none-detected,I(data-driven),STANDARD,,
2-s2.0-105037115322,10.1007/s10853-026-12762-4,2026,Journal of Materials Science,Fiber-reinforced geopolymer materials for intumescent fireproofing plasters,0,mixed/other-AAM,prediction,durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-85196161609,10.1007/s41024-024-00461-z,2024,Journal of Building Pathology and Rehabilitation,Soft computing techniques for predicting the compressive strength properties of fly ash geopolymer concrete using regression-based machine learning approaches,20,fly-ash,prediction,cost;waste-valorization;durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-105034905733,10.1007/s12649-026-03588-x,2026,Waste and Biomass Valorization,Capillary Water Absorption Properties of Alkali-Activated Biomass Ash/Blast Furnace Slag Recycled Concrete,1,slag;biomass-ash;recycled-aggregate,prediction,waste-valorization;durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-105035599329,10.1007/s41062-026-02616-y,2026,Innovative Infrastructure Solutions,Experimental investigation with machine learning validation on the mechanical strength of natural fiber reinforced geopolymer concrete,0,FA-slag,prediction,none-explicit,XAI;OOD/transfer;repro-signal,I(data-driven),STANDARD,,
2-s2.0-105009338036,10.1002/suco.70211,2025,Structural Concrete,Assessing the impact of acid and sulfate exposure on alkali-activated materials using metaheuristic machine learning,4,fly-ash;stabilized-soil,prediction,carbon;LCA;waste-valorization;durability,XAI,I(data-driven),DEEP,,
2-s2.0-105030953685,10.1016/j.apples.2026.100307,2026,Applications in Engineering Science,Machine learning-based prediction of geopolymer concrete compressive strength using boosting and SVR models,3,fly-ash,optimization,cost,none-detected,II(domain-features),STANDARD,,
2-s2.0-85207246002,10.3390/recycling9050073,2024,Recycling,Performance Assessment of One-Part Self-Compacted Geopolymer Concrete Containing Recycled Concrete Aggregate: A Critical Comparison Using Artificial Neural Network (ANN) and Linear Regression Models,5,one-part;FA-slag;recycled-aggregate,prediction,carbon;waste-valorization,none-detected,I(data-driven),DEEP,,
2-s2.0-105032255721,10.1080/14680629.2026.2627519,2026,Road Materials and Pavement Design,Explainable machine learning and experimental modeling of mechanical properties in stabilized full-depth reclaimed pavement materials,1,fly-ash,optimization,cost;waste-valorization,XAI,I(data-driven),STANDARD,,
2-s2.0-85199941847,10.1016/j.cscm.2024.e03581,2024,Case Studies in Construction Materials,Synthesis of geopolymer mortar from biomass ashes and forecasting its compressive strength behaviour,20,FA-slag;biomass-ash,microstructure/image-analysis,waste-valorization;durability,OOD/transfer,I(data-driven),STANDARD,,
2-s2.0-105025718843,10.1016/j.jmrt.2025.08.064,2025,Journal of Materials Research and Technology,Explicit gradient boosting machine for accurate compressive strength prediction of metakaolin-based geopolymer concrete: feature importance and optimization,4,metakaolin/clay,optimization,none-explicit,XAI,II(domain-features),STANDARD,,
2-s2.0-105007747957,10.1039/d5na00103j,2025,Nanoscale Advances,Activation energy of aluminate dissolution in metakaolin: MLFF-accelerated DFT study of vdW and hydration shell effects,13,metakaolin/clay,prediction,carbon,none-detected,I(data-driven),DEEP,,
2-s2.0-105012464267,10.30564/jbms.v7i2.9693,2025,Journal of Building Material Science,"Influence of Fly Ash, Alcofine, Alkaline Molarity, Curing Duration and Machine Learning Predictions on Geopolymer Concrete",0,fly-ash,prediction,durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-85209992769,10.1016/j.susmat.2024.e01191,2024,Sustainable Materials and Technologies,Machine learning models for predicting the compressive strengths of ordinary Portland cement concrete and alkali-activated materials,11,FA-slag,prediction,waste-valorization,OOD/transfer,I(data-driven),STANDARD,,
2-s2.0-85179303220,10.1007/s41939-023-00303-4,2024,"Multiscale and Multidisciplinary Modeling, Experiments and Design",Ensemble learning models to predict the compressive strength of geopolymer concrete: a comparative study for geopolymer composition design,12,mixed/other-AAM,optimization,none-explicit,none-detected,II(domain-features),STANDARD,,
2-s2.0-105018824022,10.1007/s42107-025-01562-x,2026,Asian Journal of Civil Engineering,Experimental insights and hybridized ensemble machine learning validation of fiber reinforced geopolymer concrete strength,6,mixed/other-AAM,prediction,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-85195155742,10.1007/s13369-024-09179-z,2025,Arabian Journal for Science and Engineering,"Predicting Mechanical Properties in Geopolymer Mortars, Including Novel Precursor Combinations, Through XGBoost Method",18,fly-ash,prediction,carbon;waste-valorization;durability,none-detected,I(data-driven),DEEP,,
2-s2.0-105018032018,10.1016/j.oceram.2025.100861,2025,Open Ceramics,Systematic data-driven meta-analysis of class F fly-ash geopolymer concrete,3,fly-ash,optimization,carbon;LCA,repro-signal,I(data-driven),DEEP,,
2-s2.0-85200056883,10.1016/j.engappai.2024.109053,2024,Engineering Applications of Artificial Intelligence,Machine-learning methods for estimating compressive strength of high-performance alkali-activated concrete,176,mixed/other-AAM,prediction,carbon;cost,none-detected,I(data-driven),DEEP,,
2-s2.0-85195310148,10.1007/s11356-024-33853-2,2024,Environmental Science and Pollution Research,Deep learning–based prediction of compressive strength of eco-friendly geopolymer concrete,20,FA-slag,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85197391496,10.1016/j.clema.2024.100258,2024,Cleaner Materials,Using ensemble machine learning and metaheuristic optimization for modelling the elastic modulus of geopolymer concrete,23,mixed/other-AAM,multi-objective-optimization,carbon;durability,XAI,I(data-driven),DEEP,,
2-s2.0-105007905850,10.12989/cac.2025.35.6.709,2025,Computers and Concrete,Prediction model for compressive strength and drying shrinkage of alkali-activated materials: Evaluation of XGBoost and LightGBM,1,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85195414042,10.1007/s13369-024-09102-6,2025,Arabian Journal for Science and Engineering,Ultrasonic Pulse Velocity and Mechanical and Physical Properties of Structural Geopolymer Concrete Containing Lightweight Expanded Clay Aggregates: Experimental and Computational Study,4,slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105015045991,10.1016/j.conbuildmat.2025.143411,2025,Construction and Building Materials,Alkali activation effect on geopolymer cementitious systems: Microstructural evolution study and GA-BP neural network-based strength simulation,7,slag;red-mud,prediction,cost;waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85218862966,10.1038/s41598-025-91049-1,2025,Scientific Reports,Optimizing the utilization of Metakaolin in pre-cured geopolymer concrete using ensemble and symbolic regressions,17,fly-ash;metakaolin/clay,optimization,none-explicit,none-detected,II(domain-features),STANDARD,,
2-s2.0-85207707214,10.3390/infrastructures9100181,2024,Infrastructures,Proposing Optimized Random Forest Models for Predicting Compressive Strength of Geopolymer Composites,24,FA-slag,optimization,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-105009374396,10.21660/2025.130.4902,2025,International Journal of GEOMATE,MIX PROPORTION OF FLY ASH AND SILICA FUME MORTAR USING THE ANN-GRADIENT DESCENT MODEL FOR PREDICTING COMPRESSIVE STRENGTH,0,fly-ash,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105034959583,10.1371/journal.pone.0336654,2026,PLOS ONE,Predicting CO2 emissions and strength of FA-SF geopolymer mortar: An ANN approach for sustainable construction,0,fly-ash,prediction,carbon;LCA;cost,XAI,II(domain-features),DEEP,,
2-s2.0-105025044998,10.14359/51747873,2025,ACI Materials Journal,Predicting Geopolymer Ultra-High-Performance Concrete Strength Using Machine Learning,5,slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105040709144,10.32604/cmes.2026.081794,2026,CMES - Computer Modeling in Engineering and Sciences,Interpretable Deep Learning Framework for Predicting Compressive Strength of Steel Fiber Reinforced Geopolymer Concrete,0,FA-slag,prediction,waste-valorization,XAI;ext-val,I(data-driven),STANDARD,,
2-s2.0-105015148444,10.1016/j.jobe.2025.113820,2025,Journal of Building Engineering,Physics-informed neural network approach for identifying free chloride diffusion coefficient in alkali-activated mortars,2,FA-slag,prediction,carbon;durability,none-detected,IV-claimed(physics-informed),DEEP,,
2-s2.0-86000288956,10.32526/ennrj/23/20240170,2025,Environment and Natural Resources Journal,Performance and Heavy Metal Leaching Behavior of Bituminous Fly Ash-Based Geopolymer in Aggressive Environments,0,fly-ash,prediction,waste-valorization;durability,none-detected,II(domain-features),STANDARD,,EC3-candidate (recode: no ML detectable)
2-s2.0-105032913161,10.1080/10426507.2026.2634948,2026,"Phosphorus, Sulfur and Silicon and the Related Elements",Optimization and performance evaluation of PET-SiO2 polymer-modified geopolymer concrete employing integrated RSM-ANN approach,0,mixed/other-AAM,optimization,none-explicit,none-detected,II(domain-features),STANDARD,,
2-s2.0-85208165987,10.1038/s41598-024-77144-9,2024,Scientific Reports,Artificial intelligence prediction of the mechanical properties of banana peel-ash and bagasse blended geopolymer concrete,48,biomass-ash,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-105021414526,10.1080/17486025.2025.2585982,2026,Geomechanics and Geoengineering,"Recycled lime waste–activated geopolymer grouts with RCP and nano-zeolite: novel insights into soil plasticity, capillary effects, thermal performance, and random forest modeling",1,stabilized-soil,prediction,waste-valorization;durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-85193968008,10.1016/j.jobe.2024.109731,2024,Journal of Building Engineering,Surface reinforcement of recycled aggregates (RAs) by geopolymer and quantifying its morphological characteristics by machine learning,15,fly-ash;recycled-aggregate,microstructure/image-analysis,waste-valorization,none-detected,II(domain-features),STANDARD,,
2-s2.0-105029733479,10.1016/j.autcon.2025.106667,2026,Automation in Construction,Automated construction of knowledge graphs for accelerated design and understanding of ultra-high-performance concrete,4,mixed/other-AAM,prediction,waste-valorization,XAI;OOD/transfer,III-claimed(knowledge-guided),DEEP,,
2-s2.0-105000382759,10.1016/j.conbuildmat.2025.140891,2025,Construction and Building Materials,Evaluating the compressive strength of industrial wastes-based geopolymer concrete with machine learning models,17,FA-slag,prediction,waste-valorization,XAI,I(data-driven),STANDARD,,
2-s2.0-105000282186,10.1088/1402-4896/adbe0c,2025,Physica Scripta,Optimizing the compressive strength prediction of geopolymer lime mortars using the PCA-ELM artificial intelligence model,2,FA-slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85189751976,10.1016/j.cscm.2024.e03130,2024,Case Studies in Construction Materials,Predictive modelling of compressive strength of fly ash and ground granulated blast furnace slag based geopolymer concrete using machine learning techniques,61,FA-slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105002716146,10.1038/s41598-025-96772-3,2025,Scientific Reports,Comparison of regression based functions and ANN models for predicting the compressive strength of geopolymer mortars,1,slag,prediction,cost,none-detected,I(data-driven),STANDARD,,
2-s2.0-105018310500,10.1007/s42247-025-01242-1,2025,Emergent Materials,"Mechanical, microstructural, and durability performance of fly ash-GGBS geopolymer concrete incorporating rice husk ash and silica fume",3,FA-slag;biomass-ash,prediction,durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-105036193851,10.1007/s43621-025-02447-4,2026,Discover Sustainability,Machine learning optimized dry lean geopolymer concrete with reclaimed asphalt pavement for sustainable pavement applications,0,FA-slag;metakaolin/clay,multi-objective-optimization,carbon;LCA;cost;durability,none-detected,II(domain-features),DEEP,,
2-s2.0-105009654738,10.1016/j.aiig.2025.100128,2025,Artificial Intelligence in Geosciences,Interpretable machine learning models for evaluating strength of ternary geopolymers,2,FA-slag,optimization,waste-valorization,XAI;OOD/transfer,I(data-driven),STANDARD,,
2-s2.0-105008974012,10.3390/buildings15122081,2025,Buildings,AI-Driven Optimization of Fly Ash-Based Geopolymer Concrete for Sustainable High Strength and CO2 Reduction: An Application of Hybrid Taguchi–Grey–ANN Approach,13,fly-ash,optimization,carbon;LCA;waste-valorization,none-detected,I(data-driven),DEEP,,
2-s2.0-105005391532,10.1016/j.conbuildmat.2025.141704,2025,Construction and Building Materials,Research on predicting the compressive strength of soda residue-based alkali-activated materials under various curing conditions using machine learning approaches,4,mixed/other-AAM,prediction,waste-valorization,none-detected,II(domain-features),STANDARD,,
2-s2.0-105033477210,10.1007/s11709-026-1274-z,2026,ENGINEERING Structure and Civil Engineering,Explainable machine learning for predicting the mechanical strength of eco-friendly geopolymer concrete,3,slag;biomass-ash,optimization,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-105026281077,10.1016/j.jece.2025.119847,2025,Journal of Environmental Chemical Engineering,From waste to resource: Upcycling red mud as eco-friendly geopolymer for the circular economy,12,red-mud,prediction,LCA;cost;waste-valorization;durability,none-detected,I(data-driven),DEEP,,
2-s2.0-105021502657,10.13167/2025.31.9,2025,Advances in Civil and Architectural Engineering,Comparative study on predicting the compressive strength of oven-cured fly ash and slag-based geopolymer concrete using soft computing techniques,5,FA-slag,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85204787307,10.1016/j.rineng.2024.102973,2024,Results in Engineering,Exploring the rheological and mechanical properties of alkali activated mortar incorporating waste foundry sand: A comprehensive experimental and machine learning investigation,15,mixed/other-AAM,prediction,cost;waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85193213850,10.1007/s42107-024-01062-4,2024,Asian Journal of Civil Engineering,A study on mechanical properties of inorganic binders used in textile reinforced concrete using artificial neural network,4,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105001301660,10.2478/sgem-2025-0007,2024,Studia Geotechnica et Mechanica,Predictive Modelling of Pavement Quality Fibre-Reinforced Alkali-Activated Nano-Concrete Mixes through Artificial Intelligence,4,mixed/other-AAM,prediction,cost;durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-105040028811,10.1177/13694332261454972,2026,Advances in Structural Engineering,Unified prediction model for concrete strength based on progressive feature fusion and knowledge transfer,0,recycled-aggregate,prediction,waste-valorization,XAI;ext-val;OOD/transfer,I(data-driven),STANDARD,,
2-s2.0-105031183751,10.1016/j.mtcomm.2026.114914,2026,Materials Today Communications,Predicting the mechanical strength of geopolymer concrete by using ensemble learning with nature-inspired intelligence,0,mixed/other-AAM,optimization,none-explicit,XAI;repro-signal,I(data-driven),STANDARD,,
2-s2.0-105024334482,10.1016/j.dibe.2025.100820,2025,Developments in the Built Environment,Integrating obsidian and silica fume in geopolymer mortars: Strength prediction via meta-ensemble machine learning framework,2,mixed/other-AAM,prediction,carbon;waste-valorization;durability,XAI;UQ,I(data-driven),DEEP,,
2-s2.0-105001833617,10.1016/j.conbuildmat.2025.140991,2025,Construction and Building Materials,A data-driven rate-dependent constitutive model for ultra-high strength alkali-activated concrete under impact load,5,mixed/other-AAM,prediction,none-explicit,calibration,I(data-driven),DEEP,,
2-s2.0-105025798564,10.1007/s41062-025-02430-y,2026,Innovative Infrastructure Solutions,Machine learning-based prediction of the compressive strength of sustainable geopolymer concrete with metakaolin and fly ash using ensemble techniques,1,FA-slag;metakaolin/clay,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105036133574,10.1007/s40996-026-02152-w,2026,Iranian Journal of Science and Technology - Transactions of Civil Engineering,Strength and Durability Optimization of Geopolymer Concrete Using Nano-Silica and CO₂ Curing,0,FA-slag,optimization,durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-85199965976,10.1007/s41062-024-01632-0,2024,Innovative Infrastructure Solutions,Compatibility of sustainable geopolymer based on artificial neural network,2,slag;biomass-ash,prediction,carbon,none-detected,I(data-driven),DEEP,,
2-s2.0-105000633536,10.1007/s12652-025-04960-w,2025,Journal of Ambient Intelligence and Humanized Computing,Usage of machine learning methods for forecasting the strength of environmentally friendly geopolymer concrete,1,slag,optimization,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105037508530,10.1007/s10973-026-15494-4,2026,Journal of Thermal Analysis and Calorimetry,Machine learning-based analysis of thermal performance in graphite-integrated fly ash-GGBS geopolymer with palmitic acid phase change material,0,FA-slag,prediction,waste-valorization;durability,none-detected,V-candidate(mechanistic-hybrid),DEEP,,
2-s2.0-105034292052,10.1016/j.conbuildmat.2026.146101,2026,Construction and Building Materials,Optimizing porous geopolymer insulation materials using response surface methodology and machine learning,2,mixed/other-AAM,multi-objective-optimization,none-explicit,none-detected,I(data-driven),DEEP,,
2-s2.0-105043188698,10.3390/ma19122474,2026,Materials,A Stacking Ensemble-Based Framework for Predicting the Compressive Strength of Microwave-Cured Geopolymers,0,mixed/other-AAM,prediction,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-105003190803,10.1016/j.asoc.2025.113149,2025,Applied Soft Computing,Development and optimization of geopolymer concrete with compressive strength prediction using particle swarm-optimized extreme gradient boosting,13,slag;biomass-ash,optimization,cost,XAI,I(data-driven),STANDARD,,
2-s2.0-105023830473,10.1016/j.compstruct.2025.119906,2026,Composite Structures,Novel hybrid machine learning framework for high-fidelity prediction of fly ash-based geopolymer concrete strength,8,fly-ash,optimization,none-explicit,XAI;OOD/transfer,I(data-driven),STANDARD,,
